Date,open,high,low,close,volume,dividends,stock splits
2024-11-04 00:00:00+03:00,452.5463304674303,454.255895666174,442.28893927496836,451.81365966796875,5371087,0.0,0.0
2024-11-05 00:00:00+03:00,454.011677899568,457.6750319439432,443.51006297235904,449.3714294433594,3353173,0.0,0.0
2024-11-06 00:00:00+03:00,450.8367289431809,482.3415707815722,449.8598346226106,481.1204528808594,9921353,0.0,0.0
2024-11-07 00:00:00+03:00,481.85316094605054,484.0511733375936,473.3053349789386,476.96868896484375,4155046,0.0,0.0
2024-11-08 00:00:00+03:00,476.7244624453838,485.27228836013194,474.52645006730563,482.0973815917969,4873318,0.0,0.0
2024-11-11 00:00:00+03:00,484.29539977654423,486.98185938196127,473.79378495536855,479.6551513671875,4719971,0.0,0.0
2024-11-12 00:00:00+03:00,474.03799331567853,474.28221690831924,459.1403541645933,460.11724853515625,6579065,0.0,0.0
2024-11-13 00:00:00+03:00,459.87301161635594,466.9554955977018,458.6518936885377,460.6056823730469,6277930,0.0,0.0
2024-11-14 00:00:00+03:00,465.00171373619145,467.4439496276631,459.628794774954,464.26904296875,3748151,0.0,0.0
2024-11-15 00:00:00+03:00,466.4670736288308,467.1997444251064,455.2327880859375,455.2327880859375,5859619,0.0,0.0
2024-11-18 00:00:00+03:00,456.69812881278887,459.3845883940406,446.6849612826689,449.127197265625,4842118,0.0,0.0
2024-11-19 00:00:00+03:00,451.0810005229679,453.2790129781421,444.7311867635758,446.92919921875,5166832,0.0,0.0
2024-11-20 00:00:00+03:00,448.8829512037672,451.080963478432,433.25264169503976,433.7410888671875,3843564,0.0,0.0
2024-11-21 00:00:00+03:00,437.1602129374465,448.1502741565443,434.7179771109803,445.7080383300781,4529905,0.0,0.0
2024-11-22 00:00:00+03:00,446.9291717154548,458.89612767942054,443.51004144003605,457.4307861328125,5949484,0.0,0.0
2024-11-25 00:00:00+03:00,459.6288060987426,472.8168802376013,459.1403589084145,467.1997375488281,6122493,0.0,0.0
2024-11-26 00:00:00+03:00,465.4901570595121,468.42084010500747,462.07102683976757,463.2921447753906,2701428,0.0,0.0
2024-11-27 00:00:00+03:00,465.9786195730079,470.3746442859608,464.26905440685954,467.1997375488281,3889017,0.0,0.0
2024-11-28 00:00:00+03:00,468.42087715054737,476.48025616304375,467.4439827247902,474.77069091796875,4584801,0.0,0.0
2024-11-29 00:00:00+03:00,473.5495402931286,475.0148818309103,461.3383608116142,462.5594787597656,5869735,0.0,0.0
2024-12-02 00:00:00+03:00,459.6287802964862,478.1897724869925,457.1865444819459,475.99176025390625,4313196,0.0,0.0
2024-12-03 00:00:00+03:00,477.21289655221887,492.84320636764465,476.9686729613528,490.4009704589844,5253114,0.0,0.0
2024-12-04 00:00:00+03:00,490.4009724171705,501.6352576418667,487.95873649875836,494.7969970703125,4318964,0.0,0.0
2024-12-05 00:00:00+03:00,496.7508181219232,501.63529027651435,491.866345967332,499.19305419921875,2664002,0.0,0.0
2024-12-06 00:00:00+03:00,502.6121387666869,507.98505764563106,497.2392198877427,503.1005859375,4231785,0.0,0.0
2024-12-09 00:00:00+03:00,507.9850693619297,513.846435546875,502.6121503590631,513.846435546875,3376356,0.0,0.0
2024-12-10 00:00:00+03:00,513.3579883647963,518.242460185584,509.93885809024476,513.846435546875,3860425,0.0,0.0
2024-12-11 00:00:00+03:00,520.6846811514362,538.757226369638,519.7077868153171,525.5691528320312,5027992,0.0,0.0
2024-12-12 00:00:00+03:00,528.4998896584582,533.3843618364476,522.1500758270719,523.6154174804688,3271215,0.0,0.0
2024-12-13 00:00:00+03:00,523.1269127425714,523.1269127425714,511.89262796845463,516.777099609375,3506596,0.0,0.0
2024-12-16 00:00:00+03:00,516.7770987765366,517.2655459398414,498.70455373425693,501.14678955078125,3762043,0.0,0.0
2024-12-17 00:00:00+03:00,502.6121672848266,510.4273224612671,495.2854593069137,506.5197448730469,4633641,0.0,0.0
2024-12-18 00:00:00+03:00,507.0119923247388,508.48872628296624,498.64383322811693,499.1360778808594,3070759,4.0,0.0
2024-12-19 00:00:00+03:00,497.167090913689,500.612803424972,493.229133757937,494.213623046875,2237898,0.0,0.0
2024-12-20 00:00:00+03:00,494.2136277347698,497.1670956295991,487.0760803222656,487.0760803222656,2735072,0.0,0.0
2024-12-23 00:00:00+03:00,487.8144486809942,491.014038909477,478.7079226460816,483.3842468261719,2761677,0.0,0.0
2024-12-24 00:00:00+03:00,484.36871853021097,487.0760640098006,477.47729367307386,481.16912841796875,2129208,0.0,0.0
