Datetime,open,high,low,close,volume,dividends,stock splits
2024-10-31 13:30:00+03:00,51.25,51.29999923706055,51.04999923706055,51.099998474121094,0,0.0,0.0
2024-11-01 09:30:00+03:00,50.849998474121094,51.95000076293945,49.65999984741211,49.959999084472656,50537854,0.0,0.0
2024-11-01 13:30:00+03:00,49.97999954223633,50.45000076293945,49.400001525878906,49.68000030517578,28357211,0.0,0.0
2024-11-04 09:30:00+03:00,49.70000076293945,49.779998779296875,48.599998474121094,48.70000076293945,28733051,0.0,0.0
2024-11-04 13:30:00+03:00,48.68000030517578,48.720001220703125,46.68000030517578,46.91999816894531,62903591,0.0,0.0
2024-11-05 09:30:00+03:00,47.29999923706055,47.459999084472656,46.20000076293945,46.939998626708984,33695538,0.0,0.0
2024-11-05 13:30:00+03:00,46.959999084472656,47.060001373291016,46.119998931884766,46.52000045776367,22459153,0.0,0.0
2024-11-06 09:30:00+03:00,46.540000915527344,47.5,46.2400016784668,47.13999938964844,49791670,0.0,0.0
2024-11-06 13:30:00+03:00,47.15999984741211,47.97999954223633,47.02000045776367,47.68000030517578,42151965,0.0,0.0
2024-11-07 09:30:00+03:00,47.540000915527344,48.47999954223633,47.439998626708984,47.7599983215332,41387062,0.0,0.0
2024-11-07 13:30:00+03:00,47.7400016784668,48.36000061035156,47.58000183105469,48.34000015258789,26944938,0.0,0.0
2024-11-08 09:30:00+03:00,48.400001525878906,50.849998474121094,48.040000915527344,50.349998474121094,72368952,0.0,0.0
2024-11-08 13:30:00+03:00,50.400001525878906,52.04999923706055,50.04999923706055,51.099998474121094,52349209,0.0,0.0
2024-11-11 09:30:00+03:00,51.400001525878906,52.650001525878906,51.099998474121094,52.650001525878906,54062133,0.0,0.0
2024-11-11 13:30:00+03:00,52.599998474121094,53.29999923706055,52.04999923706055,52.400001525878906,47502976,0.0,0.0
2024-11-12 09:30:00+03:00,52.400001525878906,53.29999923706055,52.25,52.5,36783205,0.0,0.0
2024-11-12 13:30:00+03:00,52.54999923706055,53.400001525878906,52.349998474121094,53.099998474121094,27972532,0.0,0.0
2024-11-13 09:30:00+03:00,52.54999923706055,52.650001525878906,51.79999923706055,52.25,24805323,0.0,0.0
2024-11-13 13:30:00+03:00,52.25,55.400001525878906,52.150001525878906,54.5,71186744,0.0,0.0
2024-11-14 09:30:00+03:00,54.54999923706055,54.95000076293945,53.849998474121094,54.45000076293945,37957598,0.0,0.0
2024-11-14 13:30:00+03:00,54.400001525878906,55.400001525878906,54.29999923706055,54.900001525878906,35507381,0.0,0.0
2024-11-15 09:30:00+03:00,55.45000076293945,56.29999923706055,55.04999923706055,55.599998474121094,42676377,0.0,0.0
2024-11-15 13:30:00+03:00,55.650001525878906,55.79999923706055,54.79999923706055,55.150001525878906,19133609,0.0,0.0
2024-11-18 09:30:00+03:00,55.04999923706055,55.54999923706055,54.349998474121094,54.849998474121094,33598902,0.0,0.0
2024-11-18 13:30:00+03:00,54.79999923706055,55.650001525878906,54.599998474121094,55.349998474121094,20229492,0.0,0.0
2024-11-19 09:30:00+03:00,55.25,55.349998474121094,53.54999923706055,53.95000076293945,32720026,0.0,0.0
2024-11-19 13:30:00+03:00,53.95000076293945,54.20000076293945,53.25,53.75,36094664,0.0,0.0
2024-11-20 09:30:00+03:00,53.79999923706055,54.25,53.5,53.79999923706055,25580989,0.0,0.0
2024-11-20 13:30:00+03:00,53.79999923706055,54.25,52.599998474121094,52.75,39614045,0.0,0.0
2024-11-21 09:30:00+03:00,52.599998474121094,53.349998474121094,52.5,53.099998474121094,29797493,0.0,0.0
2024-11-21 13:30:00+03:00,53.04999923706055,56.79999923706055,52.95000076293945,56.75,93463952,0.0,0.0
2024-11-22 09:30:00+03:00,56.900001525878906,60.79999923706055,56.70000076293945,60.150001525878906,86287080,0.0,0.0
2024-11-22 13:30:00+03:00,60.150001525878906,60.75,59.25,60.45000076293945,42423435,0.0,0.0
2024-11-25 09:30:00+03:00,61.25,62.349998474121094,59.599998474121094,60.54999923706055,45349096,0.0,0.0
2024-11-25 13:30:00+03:00,60.5,60.849998474121094,59.79999923706055,59.849998474121094,29180679,0.0,0.0
2024-11-26 09:30:00+03:00,59.650001525878906,60.29999923706055,59.0,59.650001525878906,44417873,0.0,0.0
2024-11-26 13:30:00+03:00,59.650001525878906,59.95000076293945,58.75,59.150001525878906,26688706,0.0,0.0
2024-11-27 09:30:00+03:00,60.150001525878906,60.5,58.70000076293945,59.650001525878906,39654709,0.0,0.0
2024-11-27 13:30:00+03:00,59.650001525878906,60.29999923706055,59.29999923706055,59.79999923706055,35514303,0.0,0.0
2024-11-28 09:30:00+03:00,59.5,60.20000076293945,59.25,59.79999923706055,20753597,0.0,0.0
2024-11-28 13:30:00+03:00,59.79999923706055,60.45000076293945,59.650001525878906,59.650001525878906,33321087,0.0,0.0
2024-11-29 09:30:00+03:00,59.79999923706055,60.650001525878906,59.400001525878906,60.29999923706055,30401714,0.0,0.0
2024-11-29 13:30:00+03:00,60.29999923706055,61.599998474121094,59.75,60.20000076293945,51550612,0.0,0.0
2024-12-02 09:30:00+03:00,60.54999923706055,61.04999923706055,59.650001525878906,60.75,27370681,0.0,0.0
2024-12-02 13:30:00+03:00,60.75,61.0,59.900001525878906,60.650001525878906,21136556,0.0,0.0
2024-12-03 09:30:00+03:00,61.5,64.44999694824219,60.20000076293945,63.54999923706055,63389173,0.0,0.0
2024-12-03 13:30:00+03:00,63.54999923706055,63.849998474121094,63.0,63.5,27462789,0.0,0.0
2024-12-04 09:30:00+03:00,63.599998474121094,63.900001525878906,62.75,62.95000076293945,22881384,0.0,0.0
2024-12-04 13:30:00+03:00,63.0,63.20000076293945,62.150001525878906,62.900001525878906,32453969,0.0,0.0
2024-12-05 09:30:00+03:00,62.900001525878906,63.650001525878906,62.849998474121094,63.400001525878906,26716420,0.0,0.0
2024-12-05 13:30:00+03:00,63.400001525878906,63.79999923706055,62.54999923706055,63.54999923706055,30996195,0.0,0.0
2024-12-06 09:30:00+03:00,65.69999694824219,66.05000305175781,64.69999694824219,65.44999694824219,66428908,0.0,0.0
2024-12-06 13:30:00+03:00,65.44999694824219,65.8499984741211,65.0999984741211,65.30000305175781,40087180,0.0,0.0
2024-12-09 09:30:00+03:00,65.5,65.69999694824219,64.5,65.1500015258789,30596530,0.0,0.0
