Date,open,high,low,close,volume,dividends,stock splits
2023-10-24 00:00:00+03:00,107.75451044792676,109.42451140454658,106.64118456640824,108.9473648071289,28363006,0.0,0.0
2023-10-25 00:00:00+03:00,109.82213146938736,111.81022210326951,101.86976893385872,102.18785858154297,33509671,0.0,0.0
2023-10-26 00:00:00+03:00,105.68689257283849,110.21974889680192,104.01690373157918,108.07260131835938,54118414,0.0,0.0
2023-10-27 00:00:00+03:00,108.0726018614511,110.7764124005674,106.16403970918026,110.2197494506836,33939163,0.0,0.0
2023-10-30 00:00:00+03:00,110.06070216562969,114.03688377760105,109.50403916682237,112.4464111328125,39372877,0.0,0.0
2023-10-31 00:00:00+03:00,112.68497220848523,115.5478275116735,111.41260151155645,112.8440170288086,45641902,0.0,0.0
2023-11-01 00:00:00+03:00,113.55973265147767,116.263530898327,111.88973176502623,115.30924987792969,47045294,0.0,0.0
2023-11-02 00:00:00+03:00,116.02497270291165,117.61544532191986,114.19593889852669,117.29735565185547,35550579,0.0,0.0
2023-11-03 00:00:00+03:00,117.2973527583014,120.23972460401396,116.66116129952341,118.96735382080078,47257789,0.0,0.0
2023-11-06 00:00:00+03:00,119.84208690676995,123.10256001709497,119.76257057136009,121.8301773071289,37485313,0.0,0.0
2023-11-07 00:00:00+03:00,121.51209627681853,122.30733249311402,117.85400482812263,118.49019622802734,29778483,0.0,0.0
2023-11-08 00:00:00+03:00,118.96734676156868,120.31924594728926,118.01305356285572,119.52400970458984,31731759,0.0,0.0
2023-11-09 00:00:00+03:00,118.41066957559369,120.63733344236888,117.61543334705554,119.76258087158203,21466260,0.0,0.0
2023-11-10 00:00:00+03:00,119.92162477225419,121.27352392355,118.80828678021982,119.12638854980469,20933439,0.0,0.0
2023-11-13 00:00:00+03:00,119.12639075869038,119.92162699588545,116.89972686767578,116.89972686767578,24823411,0.0,0.0
2023-11-14 00:00:00+03:00,117.21781397350404,121.03495025634766,116.26353293637857,121.03495025634766,27941090,0.0,0.0
2023-11-15 00:00:00+03:00,121.67114628310676,122.46638253332316,119.6830556575658,120.63733673095703,20403402,0.0,0.0
